NPI,NPPES Provider Last/Org Name,NPPES Provider First Name,NPPES Provider Zip Code,NPPES Provider State,Specialty Description,Total Claim Count,Opioid Claim Count,Opioid Prescribing Rate
1265445050,GAMBARDELLA,PAUL,6492,CT,Podiatry,86,,
1801880430,GAMBARDELLA,RAYMOND,6514,CT,Oral Surgery (dentists only),23,,
1518004852,GAMBINO,ALBERT,6511,CT,Physician Assistant,320,76,23.75%
1932423803,GAMBINO,MATTHEW,6511,CT,Psychiatry & Neurology,96,0,0.00%
1760778344,GAMBLE,MIRIAM,6519,CT,Emergency Medicine,34,,
1265649073,GAMBLE,SARAH,6830,CT,Internal Medicine,487,22,4.52%
1326155110,GAMER,NANCY,6897,CT,Podiatry,16,0,0.00%
1053438267,GAMMON,GEORGE,6517,CT,Psychiatry & Neurology,66,0,0.00%
1033117437,GANDELMAN,GLENN,6830,CT,Cardiology,3052,0,0.00%
1790932234,GANDHI,AMY,6902,CT,Emergency Medicine,82,21,25.61%
1689683138,GANDHI,DUSHYANT,6066,CT,Cardiology,1034,0,0.00%
1497997043,GANDHI,JIGAR,6611,CT,Dentist,124,21,16.94%
1063669976,GANDHI,PARUL,6516,CT,Internal Medicine,125,0,0.00%
1215166079,GANDHI,URVI,6511,CT,Internal Medicine,12504,545,4.36%
1902849755,GANELES,ANDREW,6089,CT,Internal Medicine,2256,76,3.37%
1639286073,GANESAN,MURUGESAPILLAI,6460,CT,Internal Medicine,518,0,0.00%
1689019101,GANESHAN,SENTHILRAJ,6510,CT,Student in an Organized Health Care Education/Training Program,137,,
1184814022,GANGA,HARSHA,6102,CT,Internal Medicine,47,,
1891100319,GANGCUANGCO,LOUIE MAR,6610,CT,Student in an Organized Health Care Education/Training Program,104,,
1235102138,GANGU,GEETHA,6708,CT,Internal Medicine,60,,
1326021817,GANGULI,PRABHASH,6457,CT,Internal Medicine,36,0,0.00%
1538178173,GANNATTI,JOHN,6119,CT,Dentist,27,0,0.00%
1972764967,GANNE,SRAVANTHI,6030,CT,Dentist,197,71,36.04%
1720342850,GANNON,ALYSON,6339,CT,Physician Assistant,148,23,15.54%
1639403892,GANNON,SHANNA,6102,CT,Physician Assistant,307,16,5.21%
1215983705,GANSER,BRENDA,6611,CT,Nurse Practitioner,946,12,1.27%
1386962207,GANTT,GERALD,6030,CT,General Surgery,36,17,47.22%
1184645079,GANZ,GENE,6830,CT,Psychiatry & Neurology,27,0,0.00%
1164500138,GANZ,GLENN,6484,CT,Dentist,34,,
1184788002,GAO,CONNIE,6082,CT,Dentist,110,17,15.45%
1497856520,GARAKANI,AMIR,6840,CT,Psychiatry,42,0,0.00%
1144366444,GARBARINO,JOHN,6076,CT,Emergency Medicine,147,36,24.49%
1588746994,GARBER,DEBORAH,6706,CT,Certified Nurse Midwife,26,,
1780995050,GARBER,EMILY,6477,CT,Nurse Practitioner,231,15,6.49%
1770693152,GARCEAU,ROBERTA,6095,CT,Dentist,22,,
1346281136,GARCIA,ALMA,6824,CT,Internal Medicine,572,41,7.17%
1134193386,GARCIA,CHRISTINA,6032,CT,Nurse Practitioner,328,,
1356321574,GARCIA,DAWN,6033,CT,Nurse Practitioner,122,,
1053674994,GARCIA,FRANK,6510,CT,Student in an Organized Health Care Education/Training Program,610,0,0.00%
1396005948,GARCIA,JOSHUA,6457,CT,Internal Medicine,712,19,2.67%
1619933389,GARCIA,LEON,6418,CT,Physician Assistant,32,,
1043383151,GARCIA,LUCAS,6111,CT,Psychiatry,24,0,0.00%
1316012842,GARCIA,PEDRO,6516,CT,Dentist,15,0,0.00%
1841415718,GARCIA,RINA,6519,CT,Internal Medicine,1993,176,8.83%
1821227810,GARCIA ARACENA,ELENA,6519,CT,Psychiatry & Neurology,245,0,0.00%
1912349523,GARCIA CARCELES,MARTINA,6032,CT,Student in an Organized Health Care Education/Training Program,32,,
1639297930,GARDELL,PETER,6905,CT,Dentist,68,,
1952304263,GARDEN,MITCHELL,6750,CT,Orthopedic Surgery,213,140,65.73%
1992010227,GARDNER,CHARLES,6830,CT,Psychiatry & Neurology,100,0,0.00%
1578694857,GARDNER,DONALD,6810,CT,Dentist,35,,
1912153032,GARDNER,JOANNE,6111,CT,Nurse Practitioner,63,0,0.00%
1972590578,GARDNER,PETER,6902,CT,Specialist,67,0,0.00%
1346537370,GARG,ANEESH,6511,CT,Student in an Organized Health Care Education/Training Program,469,,
1316962236,GARG,KABUL,6511,CT,Internal Medicine,3504,36,1.03%
1629124748,GARGANO,JOSEPH,6473,CT,Dentist,81,,
1457575896,GARGANO,MELISSA,6510,CT,Physician Assistant,94,11,11.70%
1326181637,GARGIULO,G,6790,CT,Dentist,104,,
1558770826,GARGYA,VIPUL,6030,CT,Student in an Organized Health Care Education/Training Program,19,,
1124221858,GARINO,ALEXANDRIA,6519,CT,Physician Assistant,63,,
1578532560,GARLAND,DARCY,6457,CT,Nurse Practitioner,60,13,21.67%
1740575646,GARLAND,MICHAEL,6510,CT,Psychiatry & Neurology,363,0,0.00%
1831176726,GARNER,JOSEPH,6052,CT,Infectious Disease,282,0,0.00%
1811096647,GAROFALO,JOHN,6850,CT,Obstetrics/Gynecology,104,,
1093973703,GAROZZO,STEPHANIE,6052,CT,Obstetrics/Gynecology,152,,
1720179682,GARRELL,DAVID,6824,CT,General Practice,5637,94,1.67%
1386613305,GARRETT,ANDREW,6040,CT,Internal Medicine,1592,,
1174559165,GARRETT,AUDREY,6033,CT,Geriatric Psychiatry,3672,0,0.00%
1043409667,GARRETT,LEILA,6830,CT,Obstetrics/Gynecology,98,0,0.00%
1710955935,GARRETT,MARJORIE,6040,CT,Internal Medicine,3475,30,0.86%
1427179563,GARRIGAN,THOMAS,6102,CT,Physician Assistant,192,49,25.52%
1558323253,GARRISON,BETH,6107,CT,Physician Assistant,1393,1039,74.59%
1790974376,GARRISON,MARGARET,6475,CT,Certified Clinical Nurse Specialist,126,12,9.52%
1407876733,GARRITY,WILLIAM,6078,CT,Family Practice,1365,,
1285718353,GARRY,DAVID,6001,CT,Physician Assistant,210,14,6.67%
1639482268,GARST,PATRICIA,6902,CT,Nurse Practitioner,1683,0,0.00%
1679521363,GARSTEN,JOEL,6708,CT,Gastroenterology,1615,24,1.49%
1841365681,GART,GLENN,6010,CT,Dermatology,2060,0,0.00%
1750400396,GARTON,PATRICIA,6851,CT,Nurse Practitioner,3565,96,2.69%
1891899464,GARVEY,JOHN,6320,CT,Internal Medicine,189,0,0.00%
1841350964,GARVEY,RICHARD,6610,CT,General Surgery,40,,
1285950907,GARVIN,WENDY,6105,CT,Nurse Practitioner,473,82,17.34%
1962504779,GASIOROWSKI,HENRY,6830,CT,Dermatology,100,0,0.00%
1356444533,GASIOROWSKI,MICHELE,6830,CT,Dermatology,60,0,0.00%
1841458338,GASKELL,ALEXIS,6360,CT,Physician Assistant,68,33,48.53%
1114188869,GASPARO,PETER,6810,CT,Psychiatry,300,,
1023304623,GASPARRO,DONNA,6902,CT,Student in an Organized Health Care Education/Training Program,56,0,0.00%
1013987700,GASSMAN,VITTORIA,6854,CT,Internal Medicine,11769,88,0.75%
1316003908,GASTON,SAMUEL,6030,CT,Physician Assistant,27,,
1891082616,GATEHOUSE,CHRISTOPHER,6413,CT,Dentist,71,11,15.49%
1922368612,GATELY,SHEILA,6102,CT,Obstetrics/Gynecology,22,0,0.00%
1518176387,GATES,ELISE,6032,CT,General Surgery,30,,
1043506090,GATES,KRISTIN,6457,CT,Family Practice,525,28,5.33%
1154416782,GATES,PETER,6320,CT,Family Practice,1987,123,6.19%
1093737249,GATESMAN,HEATHER,6708,CT,Nurse Practitioner,88,0,0.00%
1962665570,GATEWOOD,ANNA,6052,CT,Physician Assistant,23,0,0.00%
1770695843,GAU,PAMELA,6611,CT,Nurse Practitioner,3482,124,3.56%
1467454728,GAUDIO,ALEXANDER,6106,CT,Ophthalmology,940,,
1205885258,GAUDIO,JON,6385,CT,Cardiology,4623,,
1194807594,GAUDIO,MICHAEL,6010,CT,Dentist,45,0,0.00%
1942271895,GAUDIO,PAUL,6106,CT,Ophthalmology,1539,20,1.30%
1356303671,GAUDIO,STEVEN,6475,CT,Internal Medicine,2697,31,1.15%
1649241506,GAUDREAU,DAVID,6260,CT,Optometry,77,0,0.00%
1184936270,GAUTAM,SHOVENDRA,6052,CT,Internal Medicine,102,14,13.73%
1316042344,GAUTAM,VIBHA,6320,CT,Endocrinology,278,0,0.00%
1265744536,GAUTHIER,KALTHLEEN,6360,CT,Certified Nurse Midwife,67,,
1992747141,GAUTHIER,KATHY,6102,CT,Physician Assistant,420,11,2.62%
1588895783,GAUTHIER,MICHELLE,6450,CT,Certified Clinical Nurse Specialist,1217,,
1609875491,GAVIN,JAMES,6606,CT,Nephrology,966,,
1710234448,GAY,AERICKA,6450,CT,Nurse Practitioner,2323,145,6.24%
1013950187,GAY,PAMELA,6040,CT,Certified Clinical Nurse Specialist,9111,0,0.00%
1508872920,GAYOMALI,CHARINA,6511,CT,Internal Medicine,520,0,0.00%
1427076330,GAZI,GOLAM,6109,CT,Gastroenterology,1010,,
1366738221,GAZI,SADIA,6418,CT,Internal Medicine,236,,
1124185038,GAZZOLA,GREGORY,6246,CT,Dentist,44,,
1609219617,GE,GUANNAN,6830,CT,Student in an Organized Health Care Education/Training Program,139,,
1285891721,GEANEY,LAUREN,6030,CT,Orthopedic Surgery,95,46,48.42%
1487631016,GEARY,WILLIAM,6105,CT,Internal Medicine,279,0,0.00%
1639438104,GEBRU,ADEY,6902,CT,Student in an Organized Health Care Education/Training Program,44,0,0.00%
1922339779,GECHAS,LINDA,6226,CT,Nurse Practitioner,3926,0,0.00%
1205030160,GEDEON,MAKRAM,6010,CT,General Surgery,215,17,7.91%
1942212030,GEDEON,WLADIMIR,6810,CT,Oral Surgery (dentists only),341,180,52.79%
1477574242,GEELAN,DANIEL,6001,CT,Dentist,24,,
1053542928,GEETI,ADIBA,6492,CT,Internal Medicine,865,29,3.35%
1346527009,GEETTER,ALBERT,6489,CT,General Surgery,48,,
1255776860,GEEVARGHESE,ALEXANDER,6032,CT,Student in an Organized Health Care Education/Training Program,181,,
1417187345,GEEVARGHESE,GEEJO,6606,CT,Family Practice,317,,
1083971097,GEFFERT,SARA,6030,CT,Student in an Organized Health Care Education/Training Program,165,,
1659341675,GEFFIN,JOEL,6708,CT,Ophthalmology,1479,,
1487851317,GEGA,ARJET,6706,CT,Infectious Disease,551,53,9.62%
1578726501,GEHA,PAUL,6510,CT,Psychiatry,27,0,0.00%
1255362703,GEIER,CHRISTOPHER,6810,CT,Physician Assistant,227,98,43.17%
1104858877,GEIGER,ARTHUR,6824,CT,Orthopedic Surgery,234,128,54.70%
1760479711,GEISER,JULIE,6902,CT,Nurse Practitioner,49,0,0.00%
1245568302,GEISER,MARY,6052,CT,Physician Assistant,44,,
1558346056,GEISSER,DANIEL,6511,CT,Nephrology,212,,
1780764571,GEIST,ROBERT,6457,CT,Orthopedic Surgery,236,102,43.22%
1033279658,GELB,DAVID,6119,CT,Dentist,424,120,28.30%
1740492560,GELB,LAWRENCE,6457,CT,Dentist,177,21,11.86%
1174744726,GELB,SUSANNE,6105,CT,Dentist,33,,
1740339183,GELBER,BARRY,6109,CT,Dentist,392,,
1952338147,GELFAND,ROBERT,6511,CT,Internal Medicine,352,,
1205271723,GELFAND,SAMANTHA,6510,CT,Student in an Organized Health Care Education/Training Program,377,20,5.31%
1215941703,GELFMAN,NELSON,6810,CT,Internal Medicine,63,0,0.00%
1609000975,GELINAS,CATHERINE,6712,CT,Optometry,79,0,0.00%
1841379534,GELINAS,JOHN,6810,CT,Psychiatry & Neurology,393,0,0.00%
1770704736,GELL,JOHN,6484,CT,Dentist,17,,
1710927892,GELLER,ARI,6002,CT,Nephrology,1554,,
1487644860,GELLER,SAMUEL,6511,CT,Internal Medicine,5840,308,5.27%
1477715670,GELLRICH,GABRIELLA,6810,CT,Family Practice,1239,41,3.31%
1619071230,GELWAN,JEFFREY,6033,CT,Gastroenterology,1535,54,3.52%
1861591885,GEMAYEL-BARRA,CAROL,6109,CT,Cardiology,3984,0,0.00%
1316202641,GEMME,KRISTIN,6105,CT,Physician Assistant,1034,40,3.87%
1780905174,GEMTESSA,TILAHUN,6030,CT,Internal Medicine,129,0,0.00%
1417938291,GENAO,INGINIA,6519,CT,Internal Medicine,250,15,6.00%
1831387596,GENDRON,TAMMY,6268,CT,Physician Assistant,1280,18,1.41%
1326029281,GENEROSO,RAMON,6518,CT,Gastroenterology,692,,
1922111632,GENESE,THOMAS,6706,CT,Internal Medicine,30,,
1508912445,GENI,MARILYN,6880,CT,Dentist,28,0,0.00%
1184876708,GENIDO-TRUJILLO,JANE,6360,CT,Nurse Practitioner,243,56,23.05%
1669578175,GENNARO,ROBERT,6902,CT,Obstetrics/Gynecology,214,,
1649385758,GENNINO,CHRISTOPHER,6460,CT,Family Practice,256,43,16.80%
1417277146,GENOVA,EMILIA,6069,CT,General Surgery,24,22,91.67%
1245359009,GENOVA,JEFF,6877,CT,Dentist,32,0,0.00%
1013913995,GENOVESI,MICHAEL,6051,CT,Pulmonary Disease,4567,44,0.96%
1396055000,GENOVEZ,VERONICA,6856,CT,Physician Assistant,121,72,59.50%
1871505313,GENSER,STUART,6110,CT,Internal Medicine,8781,124,1.41%
1982632634,GENSICKI,EDWARD,6514,CT,Podiatry,21,0,0.00%
1164434668,GENTES,CYNTHIA,6611,CT,Internal Medicine,5808,152,2.62%
1386769370,GENTILE,JOSEPH,6001,CT,Dentist,76,16,21.05%
1962610618,GENTILE,KEVIN,6708,CT,Emergency Medicine,283,87,30.74%
1457567273,GENTILE,MICHAEL,6830,CT,Dentist,48,0,0.00%
1043389851,GENTILE JOHNSTON,REGINA,6477,CT,Optometry,22,0,0.00%
1104048016,GENTILE-FIORI,ANDREA,6450,CT,Dentist,52,0,0.00%
1134200827,GENTRY,ERIC,6825,CT,Critical Care (Intensivists),1966,,
1952508038,GEORGAKIS,GEORGIOS,6030,CT,Student in an Organized Health Care Education/Training Program,13,,
1528210853,GEORGE,BENOY,6489,CT,Dentist,25,,
1952490245,GEORGE,DANIEL,6069,CT,Orthopedic Surgery,967,652,67.43%
1912212358,GEORGE,DONNA,6470,CT,Nurse Practitioner,79,,
1932229713,GEORGE,ELSA,6470,CT,Dentist,13,,
1588942114,GEORGE,JENSI,6106,CT,Student in an Organized Health Care Education/Training Program,132,0,0.00%
1669768842,GEORGE,JOYCE,6610,CT,Student in an Organized Health Care Education/Training Program,289,15,5.19%
1922153956,GEORGE,ROBERT,6708,CT,Dentist,35,0,0.00%
1871871103,GEORGE,SILVI,6830,CT,Nurse Practitioner,52,27,51.92%
1700173481,GEORGES,GEORGE,6902,CT,Student in an Organized Health Care Education/Training Program,95,0,0.00%
1942431903,GEORGIEVSKIY,IGOR,6102,CT,Internal Medicine,161,,
1144390295,GERACI,EILEEN,6825,CT,Nurse Practitioner,1103,,
1295759363,GERARD,DOUGLAS,6057,CT,Internal Medicine,3292,57,1.73%
1144229006,GERARD,JODY,6612,CT,Emergency Medicine,206,68,33.01%
1538167424,GERARDI,DANIEL,6105,CT,Pulmonary Disease,1607,,
1346251709,GERBER,JAIME,6473,CT,Cardiology,4072,14,0.34%
1386839199,GERBER,STEVEN,6089,CT,Optometry,39,0,0.00%
1801015128,GERBINO-ROSEN,GINNY,6612,CT,Psychiatry & Neurology,35,0,0.00%
1821219080,GERCKENS,PATSY,6484,CT,Physician Assistant,1359,17,1.25%
1134194798,GERDON,VICKIE,6489,CT,Physician Assistant,223,,
1184685521,GEREG,JOAN,6810,CT,Nurse Practitioner,5272,145,2.75%
1114019007,GERFEN,KEMI,6813,CT,Dentist,14,,
1841236122,GERMAIN,ALBERT,6708,CT,Optometry,276,0,0.00%
1427122688,GERMAIN,JACQUES,6880,CT,Psychiatry,233,,
1356587729,GERMAN,CHRISTOPHER,6810,CT,Physician Assistant,216,155,71.76%
1023440633,GERMAN,MARYANA,6850,CT,Nurse Practitioner,228,0,0.00%
1215132949,GERONIMO,MARK,6320,CT,Family Practice,95,,
1093003303,GERONIMO,ROMMEL RAMON,6360,CT,Internal Medicine,458,18,3.93%
1437285806,GERRARD,JASON,6520,CT,Neurosurgery,12,,
1790781672,GERRATANA,FRANK,6052,CT,Orthopedic Surgery,660,282,42.73%
1699886036,GERRITZ,SARAH,6437,CT,Family Practice,1957,53,2.71%
1114922812,GERSHON,ABNER,6001,CT,Interventional Radiology,11,,
1699746339,GERSHON,MEREDITH,6708,CT,Ophthalmology,590,36,6.10%
1487688214,GERSTEN,GREGORY,6488,CT,Diagnostic Radiology,67,,
1528091311,GERSTEN,STEVEN,6457,CT,Psychiatry & Neurology,28,0,0.00%
1740311208,GERSTENFELD,MICHAEL,6811,CT,Physical Medicine and Rehabilitation,34,,
1831174051,GERSTENHABER,BRETT,6510,CT,Pulmonary Disease,2439,0,0.00%
1447509740,GERVAIS,KIMBERLY,6320,CT,Nurse Practitioner,194,,
1972597813,GERVASI,RICHARD,6851,CT,Nephrology,8382,109,1.30%
1962661462,GESSAY,CHRISTINE,6102,CT,Physician Assistant,286,34,11.89%
1548222987,GETNICK,RICHARD,6708,CT,Ophthalmology,1394,0,0.00%
1851312441,GETREUER,THOMAS,6905,CT,Dentist,65,0,0.00%
1477541274,GETTINGER,SCOTT,6519,CT,Medical Oncology,205,,
1841221264,GETTLER,SAMUEL,6905,CT,Dermatology,477,,
1366610867,GETZ,EDWIN,6905,CT,Dentist,14,,
1316979750,GEVINSKI,JOHN,6708,CT,Physical Medicine and Rehabilitation,185,98,52.97%
1669550851,GEWIRTZ,HAROLD,6902,CT,Plastic and Reconstructive Surgery,17,,
1588740757,GEWIRTZ,JOAN,6902,CT,Ophthalmology,280,,
1093866584,GEYDA,JAMES,6512,CT,Dentist,66,,
1598787087,GEYSER,BRIAN,6492,CT,Certified Clinical Nurse Specialist,36,0,0.00%
1336574953,GEZELMAN,LAURA,6450,CT,Nurse Practitioner,731,47,6.43%
1790981611,GFELLER,ROBERT,6120,CT,Obstetrics/Gynecology,28,,
1588955793,GHABAG,FARAJ,6450,CT,Family Practice,1092,37,3.39%
1497718514,GHABRIAL,SOBHY,6042,CT,Pediatric Medicine,34,,
1649603325,GHADERI,FARNOUSH,6040,CT,Student in an Organized Health Care Education/Training Program,50,0,0.00%
1578578456,GHADIMI,ROYA,6810,CT,Psychiatry & Neurology,817,0,0.00%
1720364623,GHAFOOR,AHMAD,6776,CT,Pharmacist,14,,
1487099909,GHALI,BASSEM,6510,CT,Student in an Organized Health Care Education/Training Program,436,11,2.52%
1982882239,GHALY,TAMER,6708,CT,Anesthesiology,537,207,38.55%
1023370186,GHANBARI MOTLAGH,MARIA,6510,CT,Neuropsychiatry,11,0,0.00%
1659684272,GHANDOUR,JAD,6030,CT,Internal Medicine,290,31,10.69%
1568401024,GHANDOUR,KAMEL,6902,CT,Anesthesiology,93,30,32.26%
1699834838,GHANI,MOHAMMED,6457,CT,Psychiatry,46,0,0.00%
1265751127,GHANNAD,LEDA,6850,CT,Student in an Organized Health Care Education/Training Program,23,,
1790731354,GHANTOUS,ANDRE,6511,CT,Cardiology,1909,,
1265428544,GHARAIBEH,NUMAN,6776,CT,Psychiatry,1130,,
1497902084,GHATAK,ABHIJIT,6030,CT,Student in an Organized Health Care Education/Training Program,17,0,0.00%
1174595490,GHECAS,DIMITRI,6776,CT,Physician Assistant,759,36,4.74%
1861565426,GHEORGHE-YOUSSEFI,MARIA LUIZA,6450,CT,Optometry,86,0,0.00%
1396926093,GHETIE,ELENA,6810,CT,Internal Medicine,94,,
1487812921,GHIASSI,SABER,6824,CT,General Surgery,251,77,30.68%
1467425371,GHISA,ADRIANA,6770,CT,Internal Medicine,6899,171,2.48%
1134227663,GHODAKE,SHASHIKALA,6457,CT,Dentist,17,0,0.00%
1538267356,GHOFRANY,SHIEVA,6905,CT,Obstetrics/Gynecology,160,0,0.00%
1730454943,GHOSHAL,SHIVANI,6510,CT,Student in an Organized Health Care Education/Training Program,42,0,0.00%
1447384326,GHUMMAN,KHURAM,6082,CT,Family Practice,345,17,4.93%
1427052380,GIACCHETTO,JOHN,6360,CT,Orthopedic Surgery,291,187,64.26%
1710935564,GIACOMAZZI,PETER,6716,CT,Internal Medicine,10049,245,2.44%
1578976718,GIAIMO,ANTONIO,6510,CT,Student in an Organized Health Care Education/Training Program,106,,
1992858211,GIANETTI,DAVID,6606,CT,Psychiatry & Neurology,31,0,0.00%
1689614638,GIANNELLI,PATRICIA,6492,CT,Nurse Practitioner,102,69,67.65%
1467729566,GIANNETTINO,JENNIFER,6510,CT,Nurse Practitioner,70,31,44.29%
1881662443,GIANNINI,KRISTIN,6066,CT,Family Practice,15701,1240,7.90%
1649518978,GIANNUZZI,ANTHONY,6902,CT,Physician Assistant,177,23,12.99%
1003919234,GIANOLI,DENNIS,6037,CT,Oral Surgery (dentists only),218,163,74.77%
1477986362,GIANSANTI,CRISTINA,6606,CT,Nurse Practitioner,187,20,10.70%
1164536959,GIARNELLA,RALPH,6489,CT,Internal Medicine,1920,12,0.62%
1013040401,GIBILISCO,PAUL,6058,CT,Internal Medicine,86,0,0.00%
1740202332,GIBNEY,RAYMOND,6488,CT,Radiology,14,0,0.00%
1285772350,GIBSON,CHARLES,6460,CT,Dentist,35,,
1093739054,GIBSON,DAVID,6511,CT,Dentist,42,,
1649259581,GIBSON,DAVID,6510,CT,Orthopedic Surgery,774,483,62.40%
1912291170,GIDDINGS-CONNOLLY,RYAN,6510,CT,Internal Medicine,727,52,7.15%
1588658934,GIEBISCH,ROBERT,6516,CT,Psychiatry,694,0,0.00%
1871868182,GIELISSEN,KATHERINE,6706,CT,Student in an Organized Health Care Education/Training Program,57,,
1124104724,GIESEN,WILLIAM,6820,CT,Internal Medicine,1383,,
1245256692,GIESMAN,LAURA,6525,CT,Nurse Practitioner,90,0,0.00%
1396711222,GIGSTAD,JOAN,6095,CT,Internal Medicine,2496,71,2.84%
1124321088,GILBERT,ANITA,6790,CT,Nurse Practitioner,59,0,0.00%
1154379600,GILBERT,C.,6032,CT,Ophthalmology,3800,164,4.32%
1083769590,GILBERT,NICHOLAS,6001,CT,Certified Clinical Nurse Specialist,492,0,0.00%
1770545659,GILBERT,RICHARD,6708,CT,Ophthalmology,412,0,0.00%
1841524832,GILBERT,ROBIN,6120,CT,Nurse Practitioner,36,0,0.00%
1902846082,GILDERSLEEVE,KRISTIN,6248,CT,Internal Medicine,4536,159,3.51%
1538114780,GILDERSLEEVE,ROBERT,6205,CT,Obstetrics/Gynecology,99,,
1700881406,GILES,DAVID,6030,CT,General Surgery,32,,
1417047424,GILES,PATRICK,6810,CT,Emergency Medicine,73,19,26.03%
1609124064,GILHULY,TRACEY,6519,CT,Nurse Practitioner,1162,31,2.67%
1063793834,GILL,AAFTAB,6475,CT,Dentist,45,0,0.00%
1700041506,GILL,ANUREET,6470,CT,Family Practice,2894,77,2.66%
1881893717,GILL,DANIEL,6001,CT,Oral Surgery (dentists only),63,20,31.75%
1265752570,GILL,HARMAN,6510,CT,Student in an Organized Health Care Education/Training Program,14,,
1689620189,GILL,NEELU,6112,CT,Psychiatry,1928,0,0.00%
1912982497,GILL,THOMAS,6519,CT,Geriatric Medicine,160,0,0.00%
1053608349,GILL-MEYER,RAMAN,6850,CT,Internal Medicine,420,17,4.05%
1679837264,GILLASPIE,DEVIN,6810,CT,Student in an Organized Health Care Education/Training Program,40,12,30.00%
1912317264,GILLESPIE,MICHAEL,6106,CT,Student in an Organized Health Care Education/Training Program,72,0,0.00%
1679505697,GILLETTE,MARY,6518,CT,Obstetrics/Gynecology,430,,
1093925851,GILLIGAN,JAMES,6250,CT,Dentist,116,,
1972629475,GILLIS-TOFFOLO,JANET,6511,CT,Nurse Practitioner,3216,,
1194828293,GILLOTTI,PATRICE,6810,CT,Obstetrics/Gynecology,129,,
1063654614,GILMORE,THOMAS,6226,CT,Emergency Medicine,302,95,31.46%
1720428386,GILSON,AARON,6708,CT,Student in an Organized Health Care Education/Training Program,54,35,64.81%
1861436735,GIMBEL,JEFFREY,6492,CT,Internal Medicine,5233,514,9.82%
1275581621,GINGOLD,MICHAEL,6032,CT,Ophthalmology,1006,119,11.83%
1801913397,GINSBERG,HAROLD,6850,CT,Psychiatry,165,,
1841285509,GINSBERG,JAY,6382,CT,Nephrology,1510,,
1215946900,GINSBURG,FRANCES,6902,CT,Obstetrics/Gynecology,219,,
1679554539,GINSBURG,PHILIP,6518,CT,Gastroenterology,559,0,0.00%
1245557644,GINTAUTAS,STANISLAV,6902,CT,Dentist,209,74,35.41%
1164654828,GIOIOSO-DATTA,CRISTINA,6511,CT,Obstetrics/Gynecology,18,0,0.00%
1154553956,GIONFRIDDO,MELISSA,6475,CT,Nurse Practitioner,868,107,12.33%
1831397942,GIONFRIDDO,ROBERT,6102,CT,Internal Medicine,410,21,5.12%
1528124278,GIORDANO,CATHERINE,6504,CT,Internal Medicine,67,,
1366430456,GIORDANO,FRANK,6405,CT,Cardiology,297,,
1144387887,GIORDANO,JOAN,6333,CT,Internal Medicine,2537,298,11.75%
1033525407,GIORDANO,ROBERT,6457,CT,Physician Assistant,57,45,78.95%
1659363042,GIOSA,RICHARD,6451,CT,Pulmonary Disease,2642,,
1598007536,GIOVANNOLI,LAURA,6810,CT,Nurse Practitioner,98,41,41.84%
1922360585,GIOVE,LAWRENCE,6032,CT,Student in an Organized Health Care Education/Training Program,371,15,4.04%
1083735849,GIRALDO,CAROLINA,6902,CT,Dentist,73,12,16.44%
1144396532,GIRARD,CATHERINE,6109,CT,Nurse Practitioner,32,0,0.00%
1700861689,GIRARD,ELISA,6340,CT,Obstetrics/Gynecology,13,0,0.00%
1588899405,GIRARD,ERIC,6032,CT,Student in an Organized Health Care Education/Training Program,16,16,100.00%
1154302842,GIRARDI,MICHAEL,6510,CT,Dermatology,406,0,0.00%
1710914825,GIRASOLE,GERARD,6611,CT,Orthopedic Surgery,96,66,68.75%
1104813955,GIROLAMO,MARISSA,6905,CT,Podiatry,44,,
1326052838,GISH,JACK,6810,CT,Dentist,134,11,8.21%
1063692861,GITELMAN,ALEX,6905,CT,Orthopedic Surgery,168,102,60.71%
1396907069,GITMAN,MARAT,6082,CT,Internal Medicine,5024,244,4.86%
1043448350,GITTLEMAN,COREY,6457,CT,Family Practice,1025,38,3.71%
1538235064,GIULIANO,GENEL,6811,CT,Dentist,45,,
1124158597,GIULIANO,MICHAEL,6824,CT,Dentist,42,,
1023130861,GIULIANO,RALPH,6811,CT,Dentist,74,0,0.00%
1568691152,GIURAN-BENETATO,IULIAN,6517,CT,Internal Medicine,478,18,3.77%
1790965879,GJERTSEN,ANJANETTE,6850,CT,Dentist,63,24,38.10%
1063472017,GJERTSON,CARL,6030,CT,Urology,396,11,2.78%
1598100299,GKROUZMAN,ELENA,6030,CT,Student in an Organized Health Care Education/Training Program,579,,
1568522159,GLADSTEIN,ERIC,6052,CT,Dentist,57,14,24.56%
1427060938,GLADSTEIN,GEOFFREY,6611,CT,Rheumatology,3170,488,15.39%
1578561551,GLADSTEIN,GINA,6831,CT,Ophthalmology,2274,0,0.00%
1255318622,GLADSTONE,ALFRED,6050,CT,Diagnostic Radiology,82,,
1194752089,GLASER,LEONARD,6489,CT,Cardiology,15609,660,4.23%
1942438445,GLASGOW,KRISTEN,6610,CT,General Surgery,12,,
1811906530,GLASMAN,SUSAN,6450,CT,Podiatry,94,0,0.00%
1518962224,GLASMANN,ROSS ALLEN,6052,CT,Obstetrics/Gynecology,46,,
1184613705,GLASS,CHARLES,6437,CT,Internal Medicine,4373,176,4.02%
1801186937,GLASSER,DANIEL,6850,CT,Physician Assistant,214,30,14.02%
1124137898,GLASSER,JACK,6606,CT,Internal Medicine,5532,74,1.34%
