State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
MD,Maryland,2016,November,12 month-ending,Heroin (T40.1),633,100,0.0186096522,
MD,Maryland,2015,August,12 month-ending,Methadone (T40.3),166,100,0.0105358535,
MD,Maryland,2015,September,12 month-ending,Methadone (T40.3),175,100,0.0147414973,
MD,Maryland,2015,October,12 month-ending,Methadone (T40.3),183,100,0.018895654,
MD,Maryland,2015,November,12 month-ending,Methadone (T40.3),184,100,0.021015909,
MD,Maryland,2015,December,12 month-ending,Methadone (T40.3),188,100,0.0212035113,
MD,Maryland,2016,January,12 month-ending,Number of Deaths,46618,100,0.0214509417,
MD,Maryland,2016,February,12 month-ending,Number of Deaths,46689,100,0.0214183212,
MD,Maryland,2016,March,12 month-ending,Number of Deaths,46692,100,0.0214169451,
MD,Maryland,2016,April,12 month-ending,Methadone (T40.3),180,100,0.0191893563,
MD,Maryland,2015,February,12 month-ending,Cocaine (T40.5),117,100,0.0085534053,
MD,Maryland,2015,March,12 month-ending,Cocaine (T40.5),119,100,0.0085437225,
MD,Maryland,2015,April,12 month-ending,Cocaine (T40.5),119,100,0.0106546198,
MD,Maryland,2015,May,12 month-ending,Cocaine (T40.5),121,100,0.0106168383,
MD,Maryland,2015,June,12 month-ending,Cocaine (T40.5),122,100,0.010570601,
MD,Maryland,2015,July,12 month-ending,Cocaine (T40.5),131,100,0.0105516397,
MD,Maryland,2016,December,12 month-ending,Number of Deaths,48681,100,0.0184877057,
MD,Maryland,2017,January,12 month-ending,Number of Deaths,49046,100,0.0265057293,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Number of Deaths,49200,100,0.0345528455,*Likely underreported due to incomplete data
MD,Maryland,2015,November,12 month-ending,Cocaine (T40.5),143,100,0.021015909,
MD,Maryland,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",913,100,0.0250657977,
MD,Maryland,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",974,100,0.0228909144,
MD,Maryland,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",1040,100,0.0186096522,
MD,Maryland,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",1122,100,0.0184877057,
MD,Maryland,2015,March,12 month-ending,Heroin (T40.1),335,100,0.0085437225,
MD,Maryland,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",1224,100,0.0265057293,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",1270,100,0.0345528455,*Likely underreported due to incomplete data
MD,Maryland,2015,August,12 month-ending,Heroin (T40.1),363,100,0.0105358535,
MD,Maryland,2015,October,12 month-ending,Heroin (T40.1),390,100,0.018895654,
MD,Maryland,2015,November,12 month-ending,Heroin (T40.1),396,100,0.021015909,
MD,Maryland,2015,December,12 month-ending,Heroin (T40.1),422,100,0.0212035113,
MD,Maryland,2016,January,12 month-ending,Heroin (T40.1),418,100,0.0214509417,
MD,Maryland,2016,February,12 month-ending,Heroin (T40.1),421,100,0.0214183212,
MD,Maryland,2016,March,12 month-ending,Heroin (T40.1),433,100,0.0214169451,
MD,Maryland,2016,April,12 month-ending,Heroin (T40.1),468,100,0.0191893563,
MD,Maryland,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),394,100,0.0105358535,
MD,Maryland,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),401,100,0.0147414973,
MD,Maryland,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),418,100,0.018895654,
MD,Maryland,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),418,100,0.021015909,
MD,Maryland,2016,June,12 month-ending,Methadone (T40.3),180,100,0.0254647313,
MD,Maryland,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),394,100,0.0214509417,
MD,Maryland,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),404,100,0.0214183212,
MD,Maryland,2016,December,12 month-ending,Heroin (T40.1),656,100,0.0184877057,
MD,Maryland,2017,January,12 month-ending,Heroin (T40.1),679,100,0.0265057293,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Heroin (T40.1),688,100,0.0345528455,*Likely underreported due to incomplete data
MD,Maryland,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),573,100,0.0274731081,
MD,Maryland,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),603,100,0.0273384926,
MD,Maryland,2016,January,12 month-ending,Methadone (T40.3),179,100,0.0214509417,
MD,Maryland,2016,February,12 month-ending,Methadone (T40.3),183,100,0.0214183212,
MD,Maryland,2016,March,12 month-ending,Methadone (T40.3),183,100,0.0214169451,
MD,Maryland,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",243,100,0.0105358535,
MD,Maryland,2016,May,12 month-ending,Methadone (T40.3),177,100,0.0233754091,
MD,Maryland,2015,June,12 month-ending,Heroin (T40.1),331,100,0.010570601,
MD,Maryland,2016,July,12 month-ending,Methadone (T40.3),180,100,0.0274731081,
MD,Maryland,2016,August,12 month-ending,Methadone (T40.3),191,100,0.0273384926,
MD,Maryland,2016,September,12 month-ending,Methadone (T40.3),190,100,0.0250657977,
MD,Maryland,2016,October,12 month-ending,Methadone (T40.3),188,100,0.0228909144,
MD,Maryland,2015,August,12 month-ending,Cocaine (T40.5),139,100,0.0105358535,
MD,Maryland,2015,September,12 month-ending,Cocaine (T40.5),144,100,0.0147414973,
MD,Maryland,2015,October,12 month-ending,Cocaine (T40.5),150,100,0.018895654,
MD,Maryland,2017,February,12 month-ending,Methadone (T40.3),189,100,0.0345528455,*Likely underreported due to incomplete data
MD,Maryland,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",845,100,0.0273384926,
MD,Maryland,2015,April,12 month-ending,Heroin (T40.1),329,100,0.0106546198,
MD,Maryland,2015,May,12 month-ending,Heroin (T40.1),337,100,0.0106168383,
MD,Maryland,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",268,100,0.0147414973,
MD,Maryland,2015,July,12 month-ending,Heroin (T40.1),342,100,0.0105516397,
MD,Maryland,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",330,100,0.021015909,
MD,Maryland,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),400,100,0.0085851648,
MD,Maryland,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),406,100,0.0085534053,
MD,Maryland,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),403,100,0.0085437225,
MD,Maryland,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),405,100,0.0106546198,
MD,Maryland,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),403,100,0.0106168383,
MD,Maryland,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),394,100,0.010570601,
MD,Maryland,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),393,100,0.0105516397,
MD,Maryland,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",227,100,0.010570601,
MD,Maryland,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",231,100,0.0105516397,
MD,Maryland,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),665,100,0.0186096522,
MD,Maryland,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),431,100,0.0214169451,
MD,Maryland,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",299,100,0.018895654,
MD,Maryland,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),713,100,0.0265057293,*Likely underreported due to incomplete data
MD,Maryland,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",373,100,0.0212035113,
MD,Maryland,2017,January,12 month-ending,Methadone (T40.3),200,100,0.0265057293,*Likely underreported due to incomplete data
MD,Maryland,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),472,100,0.0191893563,
MD,Maryland,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),508,100,0.0233754091,
MD,Maryland,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),551,100,0.0254647313,
MD,Maryland,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),632,100,0.0228909144,
MD,Maryland,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",233,100,0.0106168383,
MD,Maryland,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",778,100,0.0274731081,
MD,Maryland,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),633,100,0.0250657977,
MD,Maryland,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),709,100,0.0345528455,*Likely underreported due to incomplete data
MD,Maryland,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",386,100,0.0214509417,
MD,Maryland,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),694,100,0.0184877057,
MD,Maryland,2016,November,12 month-ending,Methadone (T40.3),189,100,0.0186096522,
MD,Maryland,2016,December,12 month-ending,Methadone (T40.3),194,100,0.0184877057,
MD,Maryland,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",521,100,0.0191893563,
MD,Maryland,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",421,100,0.0214183212,
MD,Maryland,2015,January,12 month-ending,Heroin (T40.1),327,100,0.0085851648,
MD,Maryland,2015,February,12 month-ending,Heroin (T40.1),336,100,0.0085534053,
MD,Maryland,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",449,100,0.0214169451,
MD,Maryland,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",706,100,0.0254647313,
MD,Maryland,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",617,100,0.0233754091,
ME,Maine,2015,January,12 month-ending,Psychostimulants with abuse potential (T43.6),15,100,0.0587069788,
ME,Maine,2016,July,12 month-ending,Number of Deaths,14044,100,0,
ME,Maine,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),31,100,0,
ME,Maine,2015,June,12 month-ending,Number of Drug Overdose Deaths,238,100,0.0142694064,
ME,Maine,2015,February,12 month-ending,Psychostimulants with abuse potential (T43.6),15,100,0.0433369447,
ME,Maine,2016,June,12 month-ending,Number of Deaths,14059,100,0,
ME,Maine,2015,August,12 month-ending,Number of Deaths,14179,100,0.0141053671,
ME,Maine,2016,August,12 month-ending,Number of Deaths,14005,100,0,
ME,Maine,2015,October,12 month-ending,Number of Deaths,14368,100,0.0069599109,
ME,Maine,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),17,100,0.0287749083,
ME,Maine,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),22,100,0.0142694064,
ME,Maine,2015,September,12 month-ending,Number of Deaths,14296,100,0.0069949636,
ME,Maine,2016,April,12 month-ending,Number of Deaths,13868,100,0,
ME,Maine,2016,May,12 month-ending,Number of Deaths,13964,100,0,
ME,Maine,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),30,100,0,
ME,Maine,2015,February,12 month-ending,Cocaine (T40.5),25,100,0.0433369447,
ME,Maine,2016,January,12 month-ending,Number of Drug Overdose Deaths,270,100,0,
ME,Maine,2017,January,12 month-ending,Psychostimulants with abuse potential (T43.6),31,100,0.1061120543,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Psychostimulants with abuse potential (T43.6),28,100,0.1335770529,*Likely underreported due to incomplete data
ME,Maine,2015,July,12 month-ending,Number of Deaths,14052,100,0.0142328494,
ME,Maine,2016,October,12 month-ending,Number of Deaths,13923,100,0,
ME,Maine,2016,November,12 month-ending,Number of Deaths,13983,100,0,
ME,Maine,2016,December,12 month-ending,Number of Deaths,14069,100,0,
ME,Maine,2015,November,12 month-ending,Number of Deaths,14367,100,0,
ME,Maine,2015,December,12 month-ending,Number of Deaths,14324,100,0,
ME,Maine,2016,January,12 month-ending,Number of Deaths,14129,100,0,
ME,Maine,2016,February,12 month-ending,Number of Deaths,13952,100,0,
ME,Maine,2016,October,12 month-ending,Psychostimulants with abuse potential (T43.6),32,100,0,
ME,Maine,2015,January,12 month-ending,Cocaine (T40.5),22,100,0.0587069788,
ME,Maine,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),21,100,0,
ME,Maine,2015,March,12 month-ending,Cocaine (T40.5),23,100,0.0287749083,
ME,Maine,2015,April,12 month-ending,Cocaine (T40.5),24,100,0.0214392911,
ME,Maine,2016,September,12 month-ending,Number of Deaths,13937,100,0,
ME,Maine,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),28,100,0,
ME,Maine,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),25,100,0,
ME,Maine,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),22,100,0,
ME,Maine,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),21,100,0.0214392911,
ME,Maine,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),20,100,0.0142622834,
ME,Maine,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),22,100,0.0142328494,
ME,Maine,2016,March,12 month-ending,Number of Deaths,13897,100,0,
ME,Maine,2015,October,12 month-ending,Percent with drugs specified,98.8679245283,100,0.0069599109,
ME,Maine,2015,January,12 month-ending,Number of Drug Overdose Deaths,213,100,0.0587069788,
ME,Maine,2015,February,12 month-ending,Number of Drug Overdose Deaths,218,100,0.0433369447,
ME,Maine,2015,March,12 month-ending,Number of Drug Overdose Deaths,230,100,0.0287749083,
ME,Maine,2015,April,12 month-ending,Number of Drug Overdose Deaths,243,100,0.0214392911,
ME,Maine,2015,May,12 month-ending,Number of Drug Overdose Deaths,239,100,0.0142622834,
ME,Maine,2016,April,12 month-ending,Percent with drugs specified,98.9655172414,100,0,
ME,Maine,2015,July,12 month-ending,Number of Drug Overdose Deaths,253,100,0.0142328494,
ME,Maine,2015,August,12 month-ending,Number of Drug Overdose Deaths,245,100,0.0141053671,
ME,Maine,2015,September,12 month-ending,Number of Drug Overdose Deaths,258,100,0.0069949636,
ME,Maine,2015,October,12 month-ending,Number of Drug Overdose Deaths,265,100,0.0069599109,
ME,Maine,2015,November,12 month-ending,Number of Drug Overdose Deaths,271,100,0,
ME,Maine,2015,December,12 month-ending,Number of Drug Overdose Deaths,267,100,0,
ME,Maine,2016,February,12 month-ending,Number of Drug Overdose Deaths,271,100,0,
ME,Maine,2016,March,12 month-ending,Number of Drug Overdose Deaths,279,100,0,
ME,Maine,2016,April,12 month-ending,Number of Drug Overdose Deaths,290,100,0,
ME,Maine,2016,May,12 month-ending,Number of Drug Overdose Deaths,303,100,0,
ME,Maine,2015,May,12 month-ending,Cocaine (T40.5),24,100,0.0142622834,
ME,Maine,2015,June,12 month-ending,Cocaine (T40.5),22,100,0.0142694064,
ME,Maine,2015,July,12 month-ending,Cocaine (T40.5),21,100,0.0142328494,
ME,Maine,2015,August,12 month-ending,Cocaine (T40.5),23,100,0.0141053671,
ME,Maine,2015,September,12 month-ending,Cocaine (T40.5),26,100,0.0069949636,
ME,Maine,2015,October,12 month-ending,Cocaine (T40.5),28,100,0.0069599109,
ME,Maine,2017,February,12 month-ending,Methadone (T40.3),38,100,0.1335770529,*Likely underreported due to incomplete data
ME,Maine,2015,December,12 month-ending,Cocaine (T40.5),32,100,0,
ME,Maine,2015,August,12 month-ending,Psychostimulants with abuse potential (T43.6),19,100,0.0141053671,
ME,Maine,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),19,100,0.0069949636,
ME,Maine,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),19,100,0.0069599109,
ME,Maine,2015,January,12 month-ending,Percent with drugs specified,99.0610328638,100,0.0587069788,
ME,Maine,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),22,100,0,
ME,Maine,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),23,100,0,
ME,Maine,2016,September,12 month-ending,Cocaine (T40.5),53,100,0,
ME,Maine,2016,May,12 month-ending,Psychostimulants with abuse potential (T43.6),24,100,0,
ME,Maine,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),26,100,0,
ME,Maine,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),29,100,0,
ME,Maine,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),30,100,0,
ME,Maine,2016,September,12 month-ending,Psychostimulants with abuse potential (T43.6),31,100,0,
ME,Maine,2015,January,12 month-ending,Number of Deaths,13627,100,0.0587069788,
ME,Maine,2015,February,12 month-ending,Number of Deaths,13845,100,0.0433369447,
ME,Maine,2015,March,12 month-ending,Number of Deaths,13901,100,0.0287749083,
ME,Maine,2015,April,12 month-ending,Number of Deaths,13993,100,0.0214392911,
ME,Maine,2015,May,12 month-ending,Number of Deaths,14023,100,0.0142622834,
ME,Maine,2015,June,12 month-ending,Number of Deaths,14016,100,0.0142694064,
ME,Maine,2015,August,12 month-ending,Methadone (T40.3),39,100,0.0141053671,
ME,Maine,2015,September,12 month-ending,Methadone (T40.3),41,100,0.0069949636,
ME,Maine,2015,October,12 month-ending,Methadone (T40.3),41,100,0.0069599109,
ME,Maine,2015,November,12 month-ending,Methadone (T40.3),37,100,0,
ME,Maine,2015,December,12 month-ending,Methadone (T40.3),37,100,0,
ME,Maine,2016,January,12 month-ending,Methadone (T40.3),34,100,0,
ME,Maine,2016,February,12 month-ending,Methadone (T40.3),32,100,0,
ME,Maine,2016,April,12 month-ending,Heroin (T40.1),50,100,0,
ME,Maine,2016,March,12 month-ending,Methadone (T40.3),33,100,0,
ME,Maine,2016,April,12 month-ending,Methadone (T40.3),32,100,0,
ME,Maine,2016,May,12 month-ending,Methadone (T40.3),34,100,0,
ME,Maine,2016,June,12 month-ending,Methadone (T40.3),35,100,0,
ME,Maine,2016,July,12 month-ending,Methadone (T40.3),33,100,0,
ME,Maine,2016,August,12 month-ending,Methadone (T40.3),35,100,0,
ME,Maine,2016,September,12 month-ending,Methadone (T40.3),33,100,0,
ME,Maine,2016,October,12 month-ending,Methadone (T40.3),32,100,0,
ME,Maine,2016,November,12 month-ending,Methadone (T40.3),34,100,0,
ME,Maine,2016,December,12 month-ending,Methadone (T40.3),39,100,0,
ME,Maine,2017,January,12 month-ending,Methadone (T40.3),38,100,0.1061120543,*Likely underreported due to incomplete data
ME,Maine,2016,November,12 month-ending,Number of Drug Overdose Deaths,341,100,0,
ME,Maine,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",168,100,0,
ME,Maine,2016,January,12 month-ending,Cocaine (T40.5),32,100,0,
ME,Maine,2016,February,12 month-ending,Cocaine (T40.5),32,100,0,
ME,Maine,2016,March,12 month-ending,Cocaine (T40.5),34,100,0,
ME,Maine,2016,April,12 month-ending,Cocaine (T40.5),39,100,0,
ME,Maine,2016,May,12 month-ending,Cocaine (T40.5),43,100,0,
ME,Maine,2016,June,12 month-ending,Cocaine (T40.5),48,100,0,
ME,Maine,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),82,100,0.0587069788,
ME,Maine,2015,November,12 month-ending,Heroin (T40.1),55,100,0,
ME,Maine,2015,February,12 month-ending,Percent with drugs specified,99.5412844037,100,0.0433369447,
ME,Maine,2015,March,12 month-ending,Percent with drugs specified,99.5652173913,100,0.0287749083,
ME,Maine,2016,October,12 month-ending,Cocaine (T40.5),53,100,0,
ME,Maine,2016,November,12 month-ending,Cocaine (T40.5),57,100,0,
ME,Maine,2016,December,12 month-ending,Cocaine (T40.5),59,100,0,
ME,Maine,2017,January,12 month-ending,Cocaine (T40.5),58,100,0.1061120543,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Cocaine (T40.5),59,100,0.1335770529,*Likely underreported due to incomplete data
ME,Maine,2015,September,12 month-ending,Percent with drugs specified,99.2248062016,100,0.0069949636,
ME,Maine,2015,February,12 month-ending,Methadone (T40.3),35,100,0.0433369447,
ME,Maine,2015,November,12 month-ending,Percent with drugs specified,98.5239852399,100,0,
ME,Maine,2015,December,12 month-ending,Percent with drugs specified,98.5018726592,100,0,
ME,Maine,2016,January,12 month-ending,Percent with drugs specified,98.5185185185,100,0,
ME,Maine,2016,February,12 month-ending,Percent with drugs specified,98.5239852399,100,0,
ME,Maine,2016,March,12 month-ending,Percent with drugs specified,98.5663082437,100,0,
ME,Maine,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",59,100,0.0587069788,
ME,Maine,2016,May,12 month-ending,Percent with drugs specified,98.6798679868,100,0,
ME,Maine,2016,June,12 month-ending,Percent with drugs specified,98.7767584098,100,0,
ME,Maine,2016,July,12 month-ending,Percent with drugs specified,98.8023952096,100,0,
ME,Maine,2016,August,12 month-ending,Percent with drugs specified,99.1304347826,100,0,
ME,Maine,2016,September,12 month-ending,Percent with drugs specified,99.1228070175,100,0,
ME,Maine,2016,October,12 month-ending,Percent with drugs specified,99.1097922849,100,0,
ME,Maine,2016,November,12 month-ending,Percent with drugs specified,99.1202346041,100,0,
ME,Maine,2016,December,12 month-ending,Percent with drugs specified,99.1596638655,100,0,
ME,Maine,2017,January,12 month-ending,Percent with drugs specified,98.8857938719,100,0.1061120543,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Percent with drugs specified,98.5915492958,100,0.1335770529,*Likely underreported due to incomplete data
ME,Maine,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",110,100,0,
ME,Maine,2016,June,12 month-ending,Number of Drug Overdose Deaths,327,100,0,
ME,Maine,2016,July,12 month-ending,Number of Drug Overdose Deaths,334,100,0,
ME,Maine,2016,August,12 month-ending,Number of Drug Overdose Deaths,345,100,0,
ME,Maine,2016,September,12 month-ending,Number of Drug Overdose Deaths,342,100,0,
ME,Maine,2016,October,12 month-ending,Number of Drug Overdose Deaths,337,100,0,
ME,Maine,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",154,100,0,
ME,Maine,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",164,100,0,
ME,Maine,2017,January,12 month-ending,Number of Deaths,14136,100,0.1061120543,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Number of Deaths,14224,100,0.1335770529,*Likely underreported due to incomplete data
ME,Maine,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",185,100,0,
ME,Maine,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",204,100,0,
ME,Maine,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",208,100,0.1061120543,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",207,100,0.1335770529,*Likely underreported due to incomplete data
ME,Maine,2015,July,12 month-ending,Heroin (T40.1),48,100,0.0142328494,
ME,Maine,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),88,100,0.0433369447,
ME,Maine,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),96,100,0.0287749083,
ME,Maine,2015,April,12 month-ending,Percent with drugs specified,99.1769547325,100,0.0214392911,
ME,Maine,2015,May,12 month-ending,Percent with drugs specified,99.1631799163,100,0.0142622834,
ME,Maine,2015,June,12 month-ending,Percent with drugs specified,99.1596638655,100,0.0142694064,
ME,Maine,2015,July,12 month-ending,Percent with drugs specified,99.209486166,100,0.0142328494,
ME,Maine,2015,August,12 month-ending,Percent with drugs specified,99.1836734694,100,0.0141053671,
ME,Maine,2015,January,12 month-ending,Methadone (T40.3),35,100,0.0587069788,
ME,Maine,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),105,100,0.0069599109,
ME,Maine,2015,March,12 month-ending,Methadone (T40.3),36,100,0.0287749083,
ME,Maine,2015,April,12 month-ending,Methadone (T40.3),41,100,0.0214392911,
ME,Maine,2015,May,12 month-ending,Methadone (T40.3),40,100,0.0142622834,
ME,Maine,2015,June,12 month-ending,Methadone (T40.3),39,100,0.0142694064,
ME,Maine,2015,July,12 month-ending,Methadone (T40.3),40,100,0.0142328494,
ME,Maine,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),111,100,0,
ME,Maine,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",63,100,0.0433369447,
ME,Maine,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",70,100,0.0287749083,
ME,Maine,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",81,100,0.0214392911,
ME,Maine,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",83,100,0.0142622834,
ME,Maine,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",80,100,0.0142694064,
ME,Maine,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",89,100,0.0142328494,
ME,Maine,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",96,100,0.0141053671,
ME,Maine,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",98,100,0.0069949636,
ME,Maine,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",107,100,0.0069599109,
ME,Maine,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",113,100,0,
ME,Maine,2015,June,12 month-ending,Heroin (T40.1),44,100,0.0142694064,
ME,Maine,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",111,100,0,
ME,Maine,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",115,100,0,
ME,Maine,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",125,100,0,
ME,Maine,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",131,100,0,
ME,Maine,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",139,100,0,
ME,Maine,2015,January,12 month-ending,Heroin (T40.1),38,100,0.0587069788,
ME,Maine,2015,February,12 month-ending,Heroin (T40.1),40,100,0.0433369447,
ME,Maine,2015,December,12 month-ending,Heroin (T40.1),53,100,0,
ME,Maine,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),95,100,0.0141053671,
ME,Maine,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",181,100,0,
ME,Maine,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",175,100,0,
ME,Maine,2017,January,12 month-ending,Number of Drug Overdose Deaths,359,100,0.1061120543,*Likely underreported due to incomplete data
ME,Maine,2017,February,12 month-ending,Number of Drug Overdose Deaths,355,100,0.1335770529,*Likely underreported due to incomplete data
ME,Maine,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),108,100,0,
ME,Maine,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),104,100,0,
ME,Maine,2015,August,12 month-ending,Heroin (T40.1),48,100,0.0141053671,
ME,Maine,2015,September,12 month-ending,Heroin (T40.1),49,100,0.0069949636,
ME,Maine,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),99,100,0.0214392911,
ME,Maine,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),95,100,0.0142622834,
ME,Maine,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),99,100,0.0142694064,
ME,Maine,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),104,100,0.0142328494,
ME,Maine,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),124,100,0,
ME,Maine,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),105,100,0.0069949636,
ME,Maine,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),105,100,0,
ME,Maine,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),105,100,0,
